gender,age,parental level of education,education level,math score,reading score,writing score,extracurricular activities,IELTS,financial sponsorship,visa eligible
female,22,some high school,Undergraduate,54,61,62,volunteering,7.2,family-sponsored,yes
female,21,bachelor's degree,Postgraduate,96,100,100,arts,6.5,scholarship,yes
female,23,high school,Undergraduate,77,88,85,volunteering,8.3,government-funded,yes
male,22,associate's degree,College Graduate,90,90,82,sports,6.8,family-sponsored,no
female,21,associate's degree,College Graduate,96,96,99,multiple,7.4,self-funded,yes
male,20,some college,Undergraduate,76,71,72,arts,6.3,scholarship,no
female,25,associate's degree,Undergraduate,41,51,48,sports,8.8,scholarship,no
male,19,some college,College Graduate,82,82,88,none,5.2,self-funded,yes
male,22,high school,Postgraduate,53,51,51,none,7.2,scholarship,yes
male,19,master's degree,Undergraduate,89,84,82,arts,5.0,family-sponsored,no
male,24,bachelor's degree,Undergraduate,53,58,55,arts,7.6,self-funded,no
female,24,associate's degree,College Graduate,81,77,79,volunteering,8.8,family-sponsored,no
female,24,bachelor's degree,Undergraduate,73,79,84,none,8.6,government-funded,no
female,19,some high school,Postgraduate,71,83,77,multiple,5.2,scholarship,no
female,24,some high school,College Graduate,65,82,78,multiple,7.5,government-funded,yes
male,19,high school,Undergraduate,70,70,70,arts,5.7,self-funded,no
female,23,some high school,College Graduate,59,58,59,multiple,7.7,government-funded,no
female,24,associate's degree,Undergraduate,59,66,67,sports,7.5,family-sponsored,no
male,19,associate's degree,Undergraduate,82,78,74,arts,6.3,government-funded,yes
male,21,high school,Undergraduate,73,69,68,volunteering,6.7,self-funded,yes
female,24,some college,Postgraduate,67,75,70,volunteering,7.9,self-funded,yes
female,22,associate's degree,Postgraduate,53,58,65,arts,6.7,scholarship,no
male,19,high school,College Graduate,80,76,65,multiple,5.0,government-funded,no
female,23,some college,Undergraduate,62,70,72,sports,7.9,self-funded,no
female,21,some college,Undergraduate,55,69,65,arts,7.3,family-sponsored,no
male,19,high school,Postgraduate,72,65,68,sports,5.4,scholarship,yes
female,23,some college,Undergraduate,79,84,91,volunteering,7.6,family-sponsored,yes
female,24,some high school,Postgraduate,65,82,78,multiple,7.5,government-funded,yes
male,20,some college,Undergraduate,100,96,86,multiple,5.5,government-funded,yes
male,22,high school,College Graduate,59,53,52,volunteering,7.0,government-funded,no
male,21,master's degree,Undergraduate,79,72,69,volunteering,6.5,scholarship,no
female,20,some high school,Undergraduate,77,90,85,volunteering,6.3,family-sponsored,yes
female,22,some high school,Postgraduate,47,59,50,arts,6.7,government-funded,no
female,19,associate's degree,Undergraduate,76,94,87,volunteering,5.3,scholarship,yes
male,19,some college,Undergraduate,100,97,99,none,5.6,scholarship,yes
female,22,bachelor's degree,Postgraduate,77,94,95,multiple,6.8,family-sponsored,yes
male,19,high school,College Graduate,72,67,64,arts,5.6,self-funded,yes
female,20,bachelor's degree,College Graduate,71,76,83,multiple,6.1,scholarship,yes
female,19,bachelor's degree,Postgraduate,63,73,78,sports,5.0,government-funded,no
female,24,some high school,Postgraduate,71,84,87,arts,7.9,government-funded,yes
male,23,some college,Postgraduate,91,74,76,multiple,7.6,family-sponsored,no
female,25,bachelor's degree,Postgraduate,67,75,72,none,8.9,scholarship,no
female,23,master's degree,Postgraduate,81,92,91,arts,7.7,family-sponsored,no
female,24,high school,College Graduate,67,78,79,arts,8.3,scholarship,yes
female,24,master's degree,College Graduate,53,61,68,sports,8.3,scholarship,no
female,22,some college,Postgraduate,54,64,65,none,7.0,family-sponsored,no
female,24,master's degree,Undergraduate,73,78,74,sports,7.5,scholarship,no
male,25,high school,Postgraduate,73,68,66,arts,8.5,self-funded,yes
male,23,high school,Undergraduate,53,52,49,arts,8.4,self-funded,yes
male,19,associate's degree,Postgraduate,87,74,76,sports,5.0,family-sponsored,no
female,19,some college,Postgraduate,58,63,73,volunteering,5.6,self-funded,yes
male,23,bachelor's degree,College Graduate,80,78,81,arts,8.0,self-funded,yes
female,24,some college,Undergraduate,63,73,71,volunteering,7.6,scholarship,yes
male,19,bachelor's degree,Undergraduate,70,68,72,arts,5.0,family-sponsored,yes
male,20,some high school,College Graduate,56,61,60,multiple,6.4,government-funded,yes
female,20,bachelor's degree,College Graduate,92,100,99,none,6.3,self-funded,yes
female,24,associate's degree,College Graduate,73,83,76,volunteering,7.7,self-funded,no
female,24,some college,College Graduate,67,75,70,volunteering,7.9,self-funded,yes
male,24,some high school,Undergraduate,45,37,37,multiple,8.3,self-funded,no
male,24,high school,Undergraduate,82,84,82,multiple,8.6,family-sponsored,yes
male,19,associate's degree,Postgraduate,61,42,41,none,5.8,family-sponsored,no
female,22,associate's degree,Postgraduate,58,73,68,sports,6.5,self-funded,no
male,19,some high school,College Graduate,67,64,61,arts,5.0,scholarship,no
female,19,high school,College Graduate,53,72,64,volunteering,5.2,self-funded,no
female,24,master's degree,College Graduate,92,100,100,sports,7.9,self-funded,no
male,23,bachelor's degree,Postgraduate,68,74,74,sports,8.2,scholarship,yes
female,22,some high school,Postgraduate,48,66,65,volunteering,7.1,family-sponsored,no
male,20,bachelor's degree,Postgraduate,39,42,38,multiple,5.8,self-funded,yes
male,20,bachelor's degree,Postgraduate,55,59,54,none,6.4,scholarship,no
female,20,high school,Postgraduate,59,63,75,none,5.9,government-funded,yes
male,24,some high school,Postgraduate,79,76,65,sports,8.6,scholarship,no
female,19,master's degree,Postgraduate,47,58,67,arts,6.4,family-sponsored,yes
male,24,master's degree,College Graduate,72,66,72,volunteering,8.3,government-funded,yes
male,19,high school,College Graduate,72,65,68,sports,5.4,scholarship,yes
female,22,bachelor's degree,College Graduate,78,79,76,sports,6.6,scholarship,no
female,23,some college,College Graduate,79,84,91,volunteering,7.6,family-sponsored,yes
male,19,high school,Postgraduate,63,63,62,arts,5.8,government-funded,no
female,24,some high school,Undergraduate,63,73,68,multiple,9.0,self-funded,no
female,22,some high school,Postgraduate,43,53,53,arts,7.3,family-sponsored,no
male,23,bachelor's degree,Undergraduate,100,100,100,multiple,7.9,scholarship,yes
female,22,some college,College Graduate,69,79,81,multiple,6.9,self-funded,yes
male,19,bachelor's degree,Postgraduate,66,64,62,volunteering,5.6,family-sponsored,no
male,24,associate's degree,College Graduate,65,65,63,sports,8.9,self-funded,yes
male,24,some college,Postgraduate,69,67,69,volunteering,8.1,self-funded,no
female,19,some college,College Graduate,46,64,66,arts,5.4,family-sponsored,no
male,19,high school,Undergraduate,78,77,80,volunteering,6.4,family-sponsored,yes
male,19,some high school,Undergraduate,48,52,45,multiple,5.0,scholarship,no
female,23,high school,Undergraduate,77,88,85,volunteering,8.3,government-funded,yes
male,19,some high school,Postgraduate,85,84,78,arts,6.1,family-sponsored,yes
male,22,master's degree,Undergraduate,82,82,74,none,6.9,government-funded,no
female,21,high school,Postgraduate,50,53,55,sports,6.9,self-funded,no
male,21,associate's degree,Undergraduate,80,75,69,arts,6.8,family-sponsored,no
male,22,associate's degree,Undergraduate,69,70,63,multiple,7.2,government-funded,yes
female,19,associate's degree,Postgraduate,77,77,73,multiple,5.9,government-funded,no
female,23,high school,Postgraduate,77,88,85,volunteering,8.3,government-funded,yes
female,19,associate's degree,Undergraduate,52,59,62,volunteering,5.6,family-sponsored,yes
male,22,some college,Postgraduate,76,67,67,volunteering,7.1,family-sponsored,no
female,22,associate's degree,Undergraduate,79,88,94,arts,7.1,family-sponsored,yes
female,21,bachelor's degree,Postgraduate,96,100,100,arts,6.5,scholarship,yes
female,25,some college,College Graduate,76,78,80,sports,8.8,government-funded,no
female,24,bachelor's degree,College Graduate,37,45,38,sports,8.2,scholarship,no
male,23,some college,College Graduate,91,96,91,none,7.6,family-sponsored,yes
male,20,some high school,College Graduate,65,59,53,none,6.2,scholarship,no
female,23,associate's degree,College Graduate,83,85,90,sports,7.7,government-funded,yes
male,22,some college,Undergraduate,55,55,47,multiple,6.7,self-funded,no
male,19,some high school,College Graduate,61,62,61,none,5.5,self-funded,yes
male,21,some high school,College Graduate,49,49,41,volunteering,7.1,scholarship,no
female,19,associate's degree,College Graduate,76,94,87,volunteering,5.3,scholarship,yes
female,24,some college,College Graduate,67,75,70,volunteering,7.9,self-funded,yes
male,23,some college,Postgraduate,41,39,34,volunteering,7.7,government-funded,no
male,24,master's degree,Undergraduate,62,68,75,volunteering,8.8,scholarship,yes
female,19,associate's degree,College Graduate,76,94,87,volunteering,5.3,scholarship,yes
male,24,associate's degree,College Graduate,81,71,73,multiple,8.1,self-funded,no
male,23,high school,College Graduate,62,55,55,none,8.0,self-funded,no
female,23,bachelor's degree,Undergraduate,67,86,83,arts,7.7,scholarship,no
female,25,high school,Postgraduate,69,76,74,none,8.8,family-sponsored,yes
male,21,associate's degree,Undergraduate,97,92,86,arts,7.1,self-funded,yes
male,23,high school,Postgraduate,42,39,34,multiple,8.0,government-funded,no
male,23,high school,College Graduate,53,52,49,arts,8.4,self-funded,yes
male,20,some high school,College Graduate,76,70,69,volunteering,6.3,scholarship,yes
female,24,high school,Undergraduate,53,50,60,volunteering,7.9,self-funded,yes
female,22,associate's degree,Undergraduate,82,85,86,none,7.1,self-funded,yes
male,24,associate's degree,Postgraduate,64,56,52,volunteering,8.8,family-sponsored,no
male,24,high school,Postgraduate,81,80,76,volunteering,9.0,family-sponsored,yes
female,24,associate's degree,Undergraduate,94,87,92,volunteering,8.3,family-sponsored,yes
male,19,associate's degree,Postgraduate,79,82,80,none,5.4,scholarship,yes
female,19,master's degree,Undergraduate,78,91,96,multiple,5.6,government-funded,no
female,19,high school,Postgraduate,65,64,62,multiple,5.2,scholarship,no
male,24,associate's degree,Undergraduate,66,62,64,arts,8.6,family-sponsored,no
female,25,bachelor's degree,Undergraduate,66,74,81,multiple,8.5,family-sponsored,yes
male,20,associate's degree,Undergraduate,67,54,63,sports,6.1,self-funded,yes
female,19,associate's degree,Postgraduate,85,89,95,none,5.9,scholarship,no
male,19,some college,Postgraduate,93,90,83,multiple,5.9,government-funded,no
male,19,some college,Postgraduate,71,49,52,none,5.3,scholarship,no
male,22,associate's degree,Undergraduate,91,73,80,arts,6.5,government-funded,yes
male,20,some high school,Postgraduate,92,87,78,none,5.5,family-sponsored,no
male,23,associate's degree,Postgraduate,76,70,68,none,8.4,self-funded,no
female,20,high school,Undergraduate,59,63,75,none,5.9,government-funded,yes
female,24,some high school,College Graduate,80,85,85,volunteering,8.3,family-sponsored,yes
female,23,some college,Undergraduate,59,62,64,volunteering,7.7,family-sponsored,no
female,19,high school,Postgraduate,67,72,74,sports,5.0,family-sponsored,no
female,20,some college,Undergraduate,48,56,58,arts,6.3,government-funded,yes
male,24,high school,College Graduate,60,44,47,arts,7.9,family-sponsored,yes
male,23,some high school,Undergraduate,68,72,64,none,8.1,self-funded,no
male,19,some high school,Postgraduate,86,73,70,volunteering,5.4,scholarship,no
male,23,associate's degree,College Graduate,91,89,92,volunteering,8.2,family-sponsored,yes
female,20,associate's degree,Postgraduate,54,58,61,volunteering,6.3,family-sponsored,no
female,19,some high school,College Graduate,65,82,81,none,5.3,family-sponsored,no
male,20,some college,College Graduate,97,87,82,multiple,5.9,government-funded,no
male,25,bachelor's degree,Undergraduate,74,79,75,volunteering,8.6,scholarship,yes
male,24,some college,Undergraduate,60,62,60,multiple,7.9,self-funded,yes
male,24,high school,Postgraduate,82,84,82,multiple,8.6,family-sponsored,yes
female,19,some college,Undergraduate,82,97,96,volunteering,5.3,self-funded,yes
female,24,some high school,Undergraduate,18,32,28,multiple,7.9,self-funded,no
female,24,some college,College Graduate,65,70,71,arts,9.0,family-sponsored,no
male,19,bachelor's degree,Undergraduate,73,56,57,arts,5.2,self-funded,no
female,20,some high school,College Graduate,82,82,80,sports,6.2,self-funded,no
female,21,high school,College Graduate,58,70,68,volunteering,7.1,family-sponsored,yes
female,22,bachelor's degree,College Graduate,52,61,66,arts,7.2,self-funded,yes
female,20,some high school,Postgraduate,72,79,77,sports,5.7,scholarship,no
female,20,high school,Postgraduate,58,62,59,multiple,5.8,self-funded,no
male,19,bachelor's degree,Postgraduate,82,62,62,none,6.3,government-funded,no
male,19,associate's degree,College Graduate,81,82,82,none,5.4,self-funded,yes
male,19,bachelor's degree,Postgraduate,61,70,76,multiple,5.4,government-funded,yes
female,25,master's degree,Postgraduate,69,84,85,arts,8.8,scholarship,yes
male,25,high school,Undergraduate,73,71,68,sports,8.7,family-sponsored,yes
female,21,some high school,Postgraduate,59,85,80,arts,6.6,scholarship,yes
female,24,some college,Postgraduate,75,88,85,none,8.7,scholarship,yes
female,24,associate's degree,College Graduate,65,84,84,multiple,8.3,scholarship,yes
female,24,bachelor's degree,College Graduate,45,59,64,none,7.6,government-funded,no
female,21,high school,College Graduate,58,70,68,volunteering,7.1,family-sponsored,yes
male,25,some high school,College Graduate,69,66,61,multiple,8.8,government-funded,no
male,19,some high school,College Graduate,86,80,75,none,5.1,scholarship,no
male,23,some high school,College Graduate,51,52,44,sports,8.3,family-sponsored,no
male,25,master's degree,Postgraduate,79,78,77,volunteering,8.8,government-funded,no
female,21,some college,College Graduate,60,72,74,sports,7.3,scholarship,no
female,25,some high school,College Graduate,50,60,60,none,8.7,family-sponsored,yes
male,22,some high school,Undergraduate,55,59,59,sports,7.3,scholarship,yes
female,24,some college,Postgraduate,32,39,33,sports,7.9,scholarship,no
male,19,some high school,Postgraduate,67,73,68,volunteering,6.3,self-funded,yes
male,23,associate's degree,Postgraduate,51,60,58,none,7.8,family-sponsored,yes
male,20,master's degree,College Graduate,46,42,46,multiple,5.5,scholarship,yes
male,22,bachelor's degree,College Graduate,75,73,74,none,7.3,self-funded,no
male,23,some college,College Graduate,87,74,70,sports,8.4,government-funded,yes
male,21,associate's degree,Undergraduate,44,41,38,arts,7.1,self-funded,no
female,19,master's degree,College Graduate,62,70,75,sports,6.0,self-funded,no
male,23,some college,Undergraduate,87,84,86,sports,7.7,self-funded,yes
female,22,associate's degree,Postgraduate,82,95,89,none,6.6,scholarship,no
female,24,bachelor's degree,College Graduate,78,82,79,multiple,8.9,self-funded,no
male,19,associate's degree,Undergraduate,85,76,71,multiple,5.1,self-funded,no
male,22,associate's degree,Undergraduate,90,87,75,volunteering,6.8,self-funded,no
male,24,some high school,College Graduate,94,86,87,multiple,8.5,government-funded,yes
female,21,some college,Postgraduate,68,70,66,volunteering,7.4,self-funded,no
male,23,some college,Postgraduate,84,83,78,none,8.4,family-sponsored,yes
female,23,associate's degree,Postgraduate,74,88,90,none,7.6,self-funded,yes
female,24,some high school,Undergraduate,73,84,85,volunteering,8.2,family-sponsored,no
female,22,some high school,Undergraduate,69,75,78,arts,6.7,self-funded,no
male,20,some college,Undergraduate,69,77,77,multiple,5.6,scholarship,yes
male,19,associate's degree,Undergraduate,73,78,72,none,5.7,government-funded,yes
male,19,bachelor's degree,Postgraduate,50,42,48,none,5.1,government-funded,no
female,24,some college,College Graduate,70,89,88,multiple,8.4,family-sponsored,yes
female,25,bachelor's degree,Undergraduate,74,86,89,sports,8.8,self-funded,yes
female,21,some high school,Undergraduate,0,17,10,sports,7.2,family-sponsored,no
female,22,associate's degree,Postgraduate,61,86,87,multiple,7.0,self-funded,yes
male,23,high school,College Graduate,45,48,46,volunteering,7.9,family-sponsored,no
female,24,high school,College Graduate,50,67,63,none,8.3,government-funded,no
male,24,some college,Postgraduate,71,61,69,volunteering,8.6,scholarship,yes
female,23,some high school,Postgraduate,67,89,82,multiple,8.0,scholarship,no
female,19,some college,College Graduate,19,38,32,volunteering,6.2,self-funded,no
male,19,some high school,Undergraduate,77,76,77,none,6.3,government-funded,yes
male,23,some high school,College Graduate,68,63,54,sports,8.4,government-funded,no
male,20,some college,Postgraduate,58,49,42,multiple,5.6,family-sponsored,no
male,21,high school,Undergraduate,75,74,66,multiple,7.3,scholarship,no
male,21,some college,Undergraduate,50,48,53,none,7.3,scholarship,yes
female,24,high school,Postgraduate,50,50,47,none,8.8,self-funded,no
female,19,associate's degree,Postgraduate,46,56,57,none,5.8,government-funded,no
male,21,high school,Postgraduate,45,47,49,sports,7.1,scholarship,no
female,23,bachelor's degree,College Graduate,93,100,100,sports,7.8,government-funded,yes
male,22,bachelor's degree,College Graduate,96,90,92,volunteering,7.1,scholarship,yes
male,19,high school,Undergraduate,69,58,53,multiple,5.3,government-funded,yes
female,21,high school,Postgraduate,99,93,90,sports,6.8,government-funded,no
male,23,some high school,Undergraduate,82,67,61,none,7.7,family-sponsored,no
female,23,some high school,Undergraduate,49,63,56,sports,7.6,scholarship,no
female,23,some high school,Undergraduate,73,79,79,arts,7.5,self-funded,no
female,24,some college,Undergraduate,72,72,71,none,8.7,government-funded,no
male,24,bachelor's degree,Postgraduate,69,58,57,none,8.2,government-funded,no
female,19,bachelor's degree,Undergraduate,75,84,80,none,5.3,scholarship,no
male,21,some high school,Postgraduate,77,68,69,none,7.2,self-funded,yes
male,24,high school,Postgraduate,68,64,66,none,7.6,government-funded,yes
female,25,associate's degree,College Graduate,62,76,80,none,9.0,family-sponsored,yes
male,24,some college,Postgraduate,61,47,56,arts,7.8,self-funded,no
female,24,bachelor's degree,College Graduate,67,69,75,volunteering,9.0,scholarship,no
female,19,some high school,Postgraduate,41,55,51,sports,5.0,self-funded,no
male,25,associate's degree,Postgraduate,53,54,48,none,8.8,self-funded,no
female,24,associate's degree,Postgraduate,68,86,84,none,7.5,family-sponsored,yes
female,25,some college,College Graduate,42,66,69,multiple,8.8,self-funded,yes
female,19,bachelor's degree,College Graduate,43,62,61,arts,5.0,government-funded,no
male,19,some high school,Undergraduate,39,39,34,none,5.6,government-funded,no
female,22,associate's degree,College Graduate,49,53,53,multiple,6.9,family-sponsored,no
male,25,high school,College Graduate,63,48,47,volunteering,8.8,government-funded,no
male,22,associate's degree,College Graduate,78,81,82,arts,7.0,family-sponsored,yes
male,22,master's degree,College Graduate,85,84,89,sports,7.2,government-funded,no
female,23,bachelor's degree,Undergraduate,51,49,51,arts,8.4,government-funded,no
male,21,associate's degree,College Graduate,53,45,40,sports,6.7,government-funded,no
male,20,bachelor's degree,Postgraduate,63,66,67,sports,5.9,family-sponsored,no
male,21,some college,Postgraduate,81,74,71,volunteering,6.7,scholarship,yes
female,19,associate's degree,College Graduate,57,68,73,none,5.0,scholarship,yes
female,24,associate's degree,College Graduate,94,87,92,volunteering,8.3,family-sponsored,yes
female,24,bachelor's degree,Postgraduate,43,51,54,arts,7.9,self-funded,yes
male,24,some high school,Postgraduate,84,84,80,multiple,7.7,scholarship,no
female,24,some college,Undergraduate,74,89,84,volunteering,7.8,self-funded,no
male,25,associate's degree,Postgraduate,75,66,73,sports,9.0,scholarship,no
male,19,some high school,Postgraduate,64,50,43,volunteering,5.4,government-funded,no
female,21,some college,College Graduate,56,58,64,arts,7.1,family-sponsored,no
female,22,some high school,Postgraduate,65,78,82,volunteering,6.7,family-sponsored,yes
female,22,some high school,Undergraduate,69,86,81,sports,6.9,scholarship,yes
female,24,high school,Postgraduate,51,66,62,none,8.4,scholarship,no
female,24,some college,College Graduate,62,69,69,multiple,8.4,family-sponsored,no
male,19,some high school,College Graduate,71,62,50,none,6.1,family-sponsored,no
female,24,some high school,Postgraduate,65,74,77,arts,8.6,scholarship,yes
male,23,associate's degree,College Graduate,78,74,72,arts,7.5,scholarship,yes
female,20,some high school,Undergraduate,29,40,44,multiple,6.4,family-sponsored,yes
female,24,associate's degree,Undergraduate,68,86,84,none,7.5,family-sponsored,yes
female,25,high school,Postgraduate,73,92,84,sports,8.6,government-funded,no
male,24,associate's degree,Postgraduate,97,93,91,arts,8.5,self-funded,no
female,23,associate's degree,Postgraduate,59,73,72,none,7.6,government-funded,yes
male,23,bachelor's degree,College Graduate,100,100,100,multiple,7.9,scholarship,yes
male,19,some high school,Undergraduate,73,67,59,arts,5.8,family-sponsored,yes
male,19,associate's degree,Undergraduate,82,84,78,multiple,5.0,scholarship,yes
male,22,associate's degree,College Graduate,69,70,63,multiple,7.2,government-funded,yes
male,20,some college,Undergraduate,44,54,53,arts,5.7,self-funded,no
male,24,some college,Postgraduate,67,64,70,none,7.7,family-sponsored,no
female,24,some college,Postgraduate,69,77,77,none,7.9,government-funded,no
female,24,bachelor's degree,Postgraduate,77,85,87,sports,7.8,family-sponsored,no
female,19,associate's degree,Undergraduate,49,52,54,none,5.4,government-funded,no
male,21,some college,Postgraduate,81,82,84,arts,6.5,family-sponsored,no
male,24,high school,College Graduate,55,41,48,none,8.8,self-funded,yes
male,21,some college,College Graduate,59,51,43,multiple,6.8,government-funded,no
female,24,master's degree,Undergraduate,94,99,100,multiple,7.9,self-funded,yes
female,23,some college,College Graduate,73,78,76,arts,7.6,self-funded,yes
male,24,some college,College Graduate,62,66,68,multiple,8.6,scholarship,yes
female,25,high school,Undergraduate,58,68,61,sports,8.9,government-funded,no
female,22,bachelor's degree,Postgraduate,77,94,95,multiple,6.8,family-sponsored,yes
female,22,associate's degree,Postgraduate,57,78,79,arts,6.7,scholarship,yes
male,19,some college,Postgraduate,60,60,60,volunteering,5.0,scholarship,no
female,19,high school,Undergraduate,60,68,72,arts,5.0,scholarship,no
female,21,associate's degree,College Graduate,96,96,99,multiple,7.4,self-funded,yes
female,19,some college,Postgraduate,63,64,67,arts,5.4,self-funded,no
female,22,associate's degree,Postgraduate,100,100,100,sports,7.0,self-funded,no
female,20,associate's degree,Undergraduate,69,80,71,volunteering,5.8,scholarship,no
female,23,high school,Postgraduate,67,79,84,sports,8.1,scholarship,yes
male,25,some high school,Undergraduate,55,47,44,arts,8.6,family-sponsored,no
male,19,some high school,College Graduate,73,66,63,sports,5.0,government-funded,no
male,25,high school,Undergraduate,90,75,69,sports,8.6,scholarship,no
male,22,associate's degree,Undergraduate,89,76,74,sports,7.3,family-sponsored,no
male,23,high school,Undergraduate,40,46,50,sports,8.1,self-funded,yes
female,19,associate's degree,Undergraduate,52,59,56,arts,6.1,scholarship,no
female,23,some high school,College Graduate,65,86,80,multiple,7.5,family-sponsored,no
female,24,associate's degree,College Graduate,73,76,78,volunteering,8.6,family-sponsored,no
female,24,some college,Postgraduate,52,58,58,multiple,9.0,self-funded,no
male,22,associate's degree,College Graduate,74,73,67,arts,6.6,family-sponsored,no
male,19,some high school,College Graduate,67,73,68,volunteering,6.3,self-funded,yes
female,24,high school,Postgraduate,71,87,82,arts,7.6,self-funded,no
male,19,some college,College Graduate,79,79,78,volunteering,6.1,family-sponsored,yes
male,22,some college,Undergraduate,73,74,61,volunteering,7.4,scholarship,no
female,24,associate's degree,Undergraduate,68,77,80,none,8.7,government-funded,yes
male,24,some college,Postgraduate,67,74,70,none,8.7,government-funded,yes
male,23,some college,Postgraduate,58,60,57,sports,7.8,self-funded,no
female,19,high school,Postgraduate,57,75,73,none,5.2,self-funded,yes
male,19,bachelor's degree,Undergraduate,83,82,84,multiple,5.9,self-funded,yes
female,24,some college,College Graduate,75,88,85,none,8.7,scholarship,yes
female,25,some college,Undergraduate,42,66,69,multiple,8.8,self-funded,yes
female,24,associate's degree,Postgraduate,68,76,67,arts,7.5,scholarship,no
female,25,high school,College Graduate,69,76,74,none,8.8,family-sponsored,yes
female,25,high school,College Graduate,81,91,89,sports,8.8,self-funded,no
female,23,associate's degree,Undergraduate,76,74,73,sports,8.0,family-sponsored,no
male,24,high school,Postgraduate,81,80,76,volunteering,9.0,family-sponsored,yes
female,24,high school,Undergraduate,53,50,60,volunteering,7.9,self-funded,yes
female,20,associate's degree,College Graduate,57,78,67,volunteering,5.7,scholarship,no
male,25,high school,Undergraduate,69,75,71,arts,8.6,family-sponsored,no
male,23,bachelor's degree,Undergraduate,61,66,61,multiple,7.5,family-sponsored,no
female,22,high school,Postgraduate,64,73,71,volunteering,7.4,family-sponsored,no
female,19,some college,Postgraduate,58,63,73,volunteering,5.6,self-funded,yes
female,22,some high school,College Graduate,32,51,44,multiple,7.4,scholarship,yes
male,21,master's degree,Undergraduate,81,81,84,sports,6.5,scholarship,no
female,23,associate's degree,Undergraduate,75,90,88,multiple,8.1,self-funded,yes
female,22,associate's degree,Undergraduate,75,82,90,arts,6.5,scholarship,yes
male,24,some college,College Graduate,50,47,54,volunteering,7.5,family-sponsored,yes
male,19,some high school,College Graduate,73,67,59,arts,5.8,family-sponsored,yes
female,24,associate's degree,Postgraduate,91,95,94,none,9.0,family-sponsored,no
male,22,some high school,Postgraduate,57,61,54,sports,7.1,scholarship,no
female,21,high school,Postgraduate,46,54,58,none,6.8,self-funded,yes
male,22,high school,Undergraduate,70,56,51,volunteering,7.2,family-sponsored,no
male,19,bachelor's degree,Undergraduate,91,81,79,volunteering,6.2,scholarship,yes
female,21,associate's degree,Postgraduate,52,55,57,sports,6.7,scholarship,no
male,24,high school,Undergraduate,82,84,82,multiple,8.6,family-sponsored,yes
female,23,associate's degree,Postgraduate,59,73,72,none,7.6,government-funded,yes
female,24,master's degree,College Graduate,55,64,70,sports,7.9,scholarship,no
male,22,high school,Postgraduate,59,58,47,sports,7.1,government-funded,no
female,24,some high school,College Graduate,69,73,73,none,7.5,government-funded,no
male,24,associate's degree,Undergraduate,40,55,53,sports,7.5,self-funded,yes
female,25,associate's degree,Postgraduate,88,92,95,multiple,8.7,family-sponsored,yes
male,24,high school,Undergraduate,58,52,54,none,7.9,government-funded,yes
female,25,some college,College Graduate,59,78,76,arts,8.6,government-funded,yes
male,24,master's degree,College Graduate,49,53,52,multiple,8.1,family-sponsored,no
male,20,some high school,College Graduate,62,49,52,none,5.7,scholarship,no
female,22,associate's degree,Undergraduate,83,86,88,volunteering,7.4,self-funded,yes
male,24,some college,Undergraduate,84,77,71,volunteering,8.3,scholarship,no
female,23,high school,Undergraduate,68,80,76,multiple,7.5,family-sponsored,yes
male,20,associate's degree,Undergraduate,94,85,82,volunteering,6.0,scholarship,yes
male,24,bachelor's degree,College Graduate,59,54,51,sports,7.5,self-funded,no
female,21,bachelor's degree,College Graduate,96,100,100,arts,6.5,scholarship,yes
female,19,some college,Postgraduate,82,97,96,volunteering,5.3,self-funded,yes
female,19,high school,Postgraduate,67,80,81,multiple,6.1,family-sponsored,yes
male,25,associate's degree,Undergraduate,80,76,64,multiple,8.6,scholarship,no
male,20,master's degree,College Graduate,79,77,75,none,5.6,government-funded,yes
female,24,master's degree,College Graduate,50,67,73,volunteering,7.5,self-funded,no
male,20,some college,College Graduate,80,64,66,arts,6.3,family-sponsored,no
male,24,high school,Postgraduate,58,52,54,none,7.9,government-funded,yes
male,22,high school,Postgraduate,71,60,61,arts,6.7,scholarship,no
male,22,associate's degree,College Graduate,91,73,80,arts,6.5,government-funded,yes
female,24,some college,College Graduate,67,75,70,volunteering,7.9,self-funded,yes
male,24,high school,College Graduate,55,41,48,none,8.8,self-funded,yes
female,20,associate's degree,Postgraduate,59,70,66,multiple,6.4,self-funded,yes
male,21,some high school,College Graduate,30,26,22,none,6.7,government-funded,no
male,24,some college,College Graduate,88,77,77,multiple,7.6,government-funded,no
female,19,high school,Undergraduate,63,69,74,sports,5.0,self-funded,no
female,22,associate's degree,Undergraduate,70,84,81,none,6.6,scholarship,no
male,24,associate's degree,Postgraduate,82,75,77,arts,7.5,family-sponsored,yes
male,19,high school,College Graduate,70,70,65,arts,5.2,scholarship,no
female,21,bachelor's degree,College Graduate,78,90,93,multiple,6.5,family-sponsored,no
male,24,some college,Undergraduate,78,72,70,sports,7.9,scholarship,yes
female,20,high school,Postgraduate,38,60,50,arts,6.2,government-funded,no
female,19,bachelor's degree,Undergraduate,65,72,74,arts,5.2,government-funded,no
male,21,some college,Undergraduate,63,61,54,volunteering,7.0,self-funded,no
male,19,associate's degree,Undergraduate,87,84,85,multiple,5.4,government-funded,yes
female,23,associate's degree,Undergraduate,82,93,93,multiple,7.5,self-funded,yes
male,23,high school,College Graduate,94,73,71,none,7.5,self-funded,no
male,20,some college,College Graduate,72,57,58,arts,6.0,government-funded,no
