gender,age,parental level of education,math score,reading score,writing score,extracurricular activities,IELTS,financial sponsorship,visa eligible
female,23.977725209666247,high school,52.80481064748096,50.07803447914642,59.935764734661966,volunteering,7.893805366391481,self-funded,yes
female,22.0,some college,69.0,78.0,76.0,arts,6.7,self-funded,no
female,21.0,bachelor's degree,78.0,90.0,93.0,multiple,6.5,family-sponsored,no
male,22.027871459998718,some high school,80.46562451583732,74.39311181380968,76.0139890441454,multiple,6.506518560192029,self-funded,yes
female,20.0,bachelor's degree,52.0,65.0,69.0,none,6.3,government-funded,no
female,19.0,associate's degree,46.0,58.0,57.0,none,5.5,family-sponsored,no
female,19.017621312680888,associate's degree,73.91854805434636,74.68453139034413,79.8215514298029,none,5.005489823926205,family-sponsored,yes
male,22.0,high school,71.0,60.0,61.0,arts,6.7,scholarship,no
male,24.0,high school,62.0,55.0,49.0,none,8.3,family-sponsored,no
male,20.0,some high school,92.0,87.0,78.0,none,5.5,family-sponsored,no
male,19.090833343726526,associate's degree,65.1488957533377,66.97961476274095,64.95033691053514,none,5.380802382060729,scholarship,yes
male,24.0,high school,55.0,41.0,48.0,none,8.8,self-funded,yes
male,18.998246472292568,high school,57.075446363368314,55.89362513864061,54.101984965517914,multiple,5.190735376540034,self-funded,yes
female,24.0,some college,58.0,61.0,66.0,arts,8.5,self-funded,no
female,19.0,some college,72.0,79.0,82.0,sports,6.0,government-funded,yes
male,24.0,bachelor's degree,62.0,63.0,56.0,volunteering,8.1,government-funded,no
female,24.0,master's degree,70.0,71.0,74.0,arts,8.8,scholarship,yes
male,21.0,associate's degree,68.0,65.0,61.0,arts,6.8,scholarship,no
male,24.02668568796359,high school,67.86767694527227,64.29435031124495,66.27978036552449,none,7.609859945315434,government-funded,yes
female,19.0,master's degree,77.0,90.0,84.0,arts,5.0,self-funded,no
male,20.0,bachelor's degree,71.0,74.0,68.0,arts,6.4,government-funded,yes
female,25.0,bachelor's degree,29.0,41.0,47.0,sports,8.7,family-sponsored,no
female,19.0,high school,74.0,76.0,73.0,multiple,5.2,scholarship,no
female,25.0,bachelor's degree,72.0,72.0,74.0,sports,9.0,family-sponsored,no
female,24.0,some college,32.0,39.0,33.0,sports,7.9,scholarship,no
female,22.0140293681025,bachelor's degree,77.41569849968832,94.42719093633889,95.22662382879304,multiple,6.77063739343388,family-sponsored,yes
male,24.0,associate's degree,81.0,71.0,73.0,multiple,8.1,self-funded,no
male,19.004000475986057,some college,99.94127303031102,96.63074870019403,98.56700514795591,arts,5.593957808675269,scholarship,yes
male,19.0,bachelor's degree,70.0,68.0,72.0,arts,5.0,family-sponsored,yes
female,19.0,some college,53.0,66.0,73.0,none,5.2,government-funded,yes
female,24.0,master's degree,94.0,99.0,100.0,multiple,7.9,self-funded,yes
male,22.0,some high school,61.0,56.0,56.0,volunteering,6.6,government-funded,yes
female,24.0,high school,69.0,72.0,77.0,arts,8.0,self-funded,no
female,24.0,associate's degree,73.0,76.0,78.0,volunteering,8.6,family-sponsored,no
female,19.0,some college,45.0,53.0,55.0,sports,5.8,self-funded,no
male,25.0,some high school,63.0,60.0,57.0,volunteering,8.7,scholarship,yes
female,21.0,some high school,77.0,91.0,88.0,volunteering,7.4,family-sponsored,no
male,19.0,some high school,72.0,68.0,67.0,none,5.0,government-funded,no
male,19.974177418658144,bachelor's degree,39.37435647111359,41.71577339719832,37.20702120046002,multiple,5.822312391317589,self-funded,yes
male,20.0,high school,53.0,52.0,42.0,none,6.2,scholarship,no
female,25.0,some college,42.0,66.0,69.0,multiple,8.8,self-funded,yes
female,19.0,high school,75.0,88.0,85.0,none,6.1,scholarship,no
female,21.0,some high school,38.0,43.0,43.0,sports,7.4,self-funded,no
male,21.0,high school,71.0,79.0,71.0,multiple,6.6,scholarship,no
male,19.0,bachelor's degree,82.0,62.0,62.0,none,6.3,government-funded,no
male,25.0,associate's degree,53.0,54.0,48.0,none,8.8,self-funded,no
male,18.993501772283878,some high school,77.09139124774778,76.21956927258537,77.11386746024735,none,6.302640497487953,government-funded,yes
female,24.0,some college,54.0,48.0,52.0,multiple,8.4,government-funded,no
female,21.036819917424893,bachelor's degree,96.19509688416616,99.80954964970684,99.91133012931958,arts,6.47065499175257,scholarship,yes
male,23.0,some high school,76.0,80.0,73.0,multiple,7.6,self-funded,yes
male,23.0,some college,66.0,65.0,60.0,multiple,7.8,government-funded,no
male,24.0,associate's degree,87.0,100.0,95.0,none,8.1,self-funded,yes
female,25.0,some college,63.0,74.0,74.0,sports,8.7,scholarship,no
male,23.0,some college,58.0,60.0,57.0,sports,7.8,self-funded,no
female,23.973298773924206,associate's degree,94.02948435101709,87.01141840549148,92.03622520358297,none,8.298433693420703,family-sponsored,yes
male,19.0,some high school,64.0,50.0,43.0,volunteering,5.4,government-funded,no
male,19.0,high school,70.0,65.0,60.0,volunteering,5.2,scholarship,no
female,19.0,some college,62.0,73.0,70.0,arts,5.2,scholarship,no
female,19.0,associate's degree,74.0,81.0,83.0,sports,6.3,scholarship,no
female,21.0,associate's degree,52.0,55.0,57.0,sports,6.7,scholarship,no
male,25.0,associate's degree,80.0,76.0,64.0,multiple,8.6,scholarship,no
female,20.06400990638772,bachelor's degree,71.04957799156522,75.9454444164706,82.7251555662772,multiple,6.112430291985276,scholarship,yes
female,19.01388124500911,associate's degree,75.85631659964484,93.89624045057224,87.1837168682148,volunteering,5.268277160880904,scholarship,yes
male,21.0,high school,76.0,73.0,68.0,none,6.8,government-funded,no
female,21.0,some high school,52.0,67.0,72.0,sports,7.4,family-sponsored,yes
female,20.0,associate's degree,55.0,65.0,62.0,arts,6.3,government-funded,yes
female,19.0,some college,71.0,76.0,70.0,arts,6.3,self-funded,no
female,22.0,some college,82.0,85.0,87.0,arts,6.6,scholarship,no
female,22.07737715184772,high school,49.83042155884083,65.86645300111323,63.661354036054995,multiple,6.460991289697398,self-funded,yes
male,20.029538963879226,bachelor's degree,39.20473639479609,41.59163274167314,37.884656550894775,multiple,5.832263132365911,self-funded,yes
female,21.0,high school,62.0,62.0,63.0,none,6.9,family-sponsored,no
male,24.0,some college,79.0,67.0,67.0,sports,8.4,family-sponsored,no
female,18.9832864568525,bachelor's degree,63.659939393072015,84.73606128153597,85.12491469471705,multiple,5.190375248852418,government-funded,yes
female,25.0,bachelor's degree,67.0,75.0,72.0,none,8.9,scholarship,no
female,22.0,associate's degree,82.0,85.0,86.0,none,7.1,self-funded,yes
female,20.0,high school,58.0,62.0,59.0,multiple,5.8,self-funded,no
female,21.0,some high school,60.0,70.0,70.0,sports,6.8,government-funded,yes
male,24.0,associate's degree,90.0,78.0,81.0,sports,8.1,family-sponsored,no
male,19.0,master's degree,80.0,80.0,72.0,volunteering,5.0,scholarship,no
female,20.0,some college,74.0,81.0,76.0,arts,6.2,self-funded,no
female,20.0,some high school,77.0,90.0,85.0,volunteering,6.3,family-sponsored,yes
female,22.981021236629438,master's degree,77.00501763992429,81.5887725700174,90.68002213769537,none,8.006970150792878,family-sponsored,yes
female,23.041686647929218,associate's degree,82.78599472227874,84.62189430199444,89.80208435111376,sports,7.674379071869195,self-funded,yes
female,23.0,some high school,67.0,89.0,82.0,multiple,8.0,scholarship,no
male,25.0,associate's degree,52.0,55.0,49.0,volunteering,8.8,self-funded,no
female,22.0,associate's degree,61.0,86.0,87.0,multiple,7.0,self-funded,yes
male,24.0,associate's degree,66.0,62.0,64.0,arts,8.6,family-sponsored,no
male,19.040241048074343,some high school,76.88270804867243,76.00408715885824,76.70062376286046,none,6.318242185417261,government-funded,yes
male,22.0,some high school,57.0,61.0,54.0,sports,7.1,scholarship,no
female,19.0,bachelor's degree,59.0,64.0,75.0,sports,6.3,government-funded,yes
female,23.994654523054788,associate's degree,68.07458881595542,86.1028369562244,84.13557629284253,none,7.459070599220392,family-sponsored,yes
female,19.034028871096478,some college,52.5461944539348,66.41919494377984,73.18256893204423,none,5.159256070070434,government-funded,yes
male,22.0,some college,69.0,64.0,68.0,volunteering,6.6,government-funded,no
female,25.0,high school,73.0,92.0,84.0,sports,8.6,government-funded,no
female,20.0,some college,63.0,65.0,61.0,sports,5.6,family-sponsored,no
male,20.0,master's degree,84.0,89.0,90.0,sports,6.4,scholarship,yes
female,21.0,some high school,59.0,85.0,80.0,arts,6.6,scholarship,yes
male,24.041576554003978,associate's degree,56.95791221773387,53.72966406316184,56.05402479082168,arts,7.63032815359679,self-funded,yes
male,23.936760709892678,some high school,64.85779263722343,64.79404596759508,63.04773717263487,sports,8.924937741462099,self-funded,yes
male,24.0,associate's degree,48.0,43.0,45.0,sports,8.8,government-funded,no
male,24.0,some college,60.0,62.0,60.0,multiple,7.9,self-funded,yes
female,24.964809564425988,some college,59.383192846872234,77.97799299477794,75.88058495013733,arts,8.634567204624945,government-funded,yes
male,24.0,some college,58.0,57.0,54.0,volunteering,7.6,family-sponsored,no
female,24.0,master's degree,65.0,81.0,81.0,volunteering,8.8,family-sponsored,yes
male,24.0,high school,81.0,80.0,76.0,volunteering,9.0,family-sponsored,yes
female,24.0,bachelor's degree,59.0,72.0,70.0,multiple,7.7,government-funded,no
male,19.0,some college,53.0,43.0,43.0,arts,5.1,government-funded,no
female,24.0,some high school,59.0,63.0,64.0,sports,7.9,scholarship,yes
male,21.0,some college,59.0,62.0,61.0,none,7.0,government-funded,no
male,19.0,high school,60.0,68.0,60.0,arts,5.3,self-funded,no
male,21.0,some high school,75.0,72.0,62.0,volunteering,6.9,family-sponsored,no
female,23.0,some college,85.0,86.0,98.0,volunteering,8.0,self-funded,yes
female,23.0,associate's degree,47.0,53.0,58.0,multiple,8.4,government-funded,no
male,20.0,master's degree,73.0,74.0,72.0,sports,5.5,scholarship,no
male,22.960810723845807,associate's degree,74.22391449056181,88.64752260675019,89.76250326749057,none,7.652431928092258,self-funded,yes
female,22.0,associate's degree,79.0,88.0,94.0,arts,7.1,family-sponsored,yes
male,24.0,some high school,74.0,64.0,60.0,arts,7.7,government-funded,yes
male,22.0,associate's degree,69.0,70.0,63.0,multiple,7.2,government-funded,yes
male,25.0,high school,72.0,66.0,66.0,none,8.8,self-funded,no
male,23.0,high school,42.0,39.0,34.0,multiple,8.0,government-funded,no
male,23.0,some college,68.0,59.0,62.0,arts,7.5,family-sponsored,no
male,18.99216195039517,bachelor's degree,90.89013124306437,81.63847742625019,79.00441120865256,volunteering,6.179472789607243,scholarship,yes
male,23.0,some high school,68.0,63.0,54.0,sports,8.4,government-funded,no
male,22.0,some high school,79.0,85.0,86.0,none,6.6,government-funded,yes
female,24.0,some college,75.0,88.0,85.0,none,8.7,scholarship,yes
male,20.0,bachelor's degree,68.0,68.0,67.0,sports,5.6,government-funded,no
male,19.070038267233453,bachelor's degree,67.6732486456169,60.953357078349185,68.1178422236111,multiple,5.392610358922033,family-sponsored,yes
female,24.0,high school,66.0,71.0,76.0,none,7.9,family-sponsored,no
female,24.0,some high school,64.0,79.0,77.0,none,8.2,scholarship,yes
male,20.0,bachelor's degree,70.0,64.0,70.0,volunteering,6.3,family-sponsored,yes
female,23.908539685291743,some high school,71.23850559449798,83.64105469214769,87.04969274240305,arts,7.949980885859963,government-funded,yes
female,20.98320591795541,associate's degree,96.51429866250103,96.05761493245483,98.7225983397032,multiple,7.402698196673239,self-funded,yes
female,23.0,associate's degree,59.0,73.0,72.0,none,7.6,government-funded,yes
male,21.0,associate's degree,80.0,75.0,69.0,arts,6.8,family-sponsored,no
male,22.050588367214615,bachelor's degree,95.71280573441851,89.83479361959527,92.29311051753315,volunteering,7.087708182713114,scholarship,yes
male,22.0,some high school,62.0,67.0,69.0,multiple,7.4,self-funded,yes
male,20.0,some college,88.0,85.0,76.0,volunteering,6.3,government-funded,yes
male,22.0,associate's degree,90.0,87.0,75.0,volunteering,6.8,self-funded,no
female,22.0,some high school,57.0,67.0,72.0,none,6.6,scholarship,no
female,25.0,some college,76.0,78.0,80.0,sports,8.8,government-funded,no
female,23.0,bachelor's degree,79.0,92.0,89.0,none,7.8,family-sponsored,yes
male,19.0,associate's degree,62.0,56.0,53.0,multiple,5.1,self-funded,yes
female,23.010682767357814,high school,68.13034231923135,80.10403482477633,76.41049821911191,arts,7.485079494592037,scholarship,yes
female,24.0,some high school,64.0,60.0,74.0,arts,9.0,family-sponsored,yes
male,23.0,high school,41.0,52.0,51.0,arts,7.9,family-sponsored,no
female,19.0,some high school,77.0,79.0,80.0,multiple,6.3,government-funded,no
male,24.0,some college,67.0,64.0,70.0,none,7.7,family-sponsored,no
female,19.0,associate's degree,85.0,91.0,89.0,multiple,5.1,scholarship,no
female,22.025847523493752,associate's degree,79.05780869513103,88.07077138534594,94.03626039901843,arts,7.169489184289189,family-sponsored,yes
male,22.00172352723209,some high school,66.04733999818869,67.98142037079326,64.32667773778854,sports,6.7076597620718985,self-funded,yes
female,24.0,some high school,49.0,58.0,55.0,multiple,8.8,family-sponsored,no
male,23.0,master's degree,91.0,85.0,85.0,none,8.1,family-sponsored,yes
female,19.0,high school,45.0,63.0,59.0,multiple,5.8,scholarship,no
female,21.0,associate's degree,63.0,67.0,70.0,sports,7.1,scholarship,no
male,19.0,some college,86.0,76.0,74.0,volunteering,6.1,family-sponsored,no
male,19.0,some college,70.0,63.0,58.0,multiple,5.4,family-sponsored,no
female,19.0,master's degree,78.0,91.0,96.0,multiple,5.6,government-funded,no
female,24.0,some college,75.0,77.0,83.0,arts,9.0,family-sponsored,yes
female,19.0,high school,87.0,95.0,86.0,none,5.1,family-sponsored,no
female,23.0,high school,65.0,61.0,71.0,volunteering,8.1,family-sponsored,yes
male,19.045648806022186,some high school,60.929961795686495,61.75442962146292,60.96078568765679,none,5.490952786928778,self-funded,yes
male,19.0,some college,99.0,87.0,81.0,sports,5.4,government-funded,yes
female,23.0,bachelor's degree,62.0,78.0,79.0,sports,7.8,self-funded,no
male,19.968879371193797,high school,71.796959547643,72.68219154474502,74.07616347081857,arts,5.827787536530803,family-sponsored,yes
female,21.986049073055405,associate's degree,60.93406816979151,85.96061022511353,87.24244101096626,multiple,7.0095363832300395,self-funded,yes
female,23.026318007886047,high school,75.39243125174251,68.62443395699512,67.9908923742846,sports,8.052609757732878,family-sponsored,yes
female,22.0,some high school,69.0,75.0,78.0,arts,6.7,self-funded,no
female,24.0,associate's degree,85.0,84.0,82.0,arts,8.9,scholarship,no
male,21.0,some high school,77.0,68.0,69.0,none,7.2,self-funded,yes
female,23.0,bachelor's degree,65.0,79.0,81.0,sports,7.5,scholarship,no
female,21.0,some high school,0.0,17.0,10.0,sports,7.2,family-sponsored,no
female,19.0,some high school,44.0,50.0,51.0,arts,5.2,self-funded,no
male,24.0,high school,71.0,74.0,64.0,volunteering,7.8,scholarship,no
male,19.0,high school,44.0,51.0,48.0,volunteering,5.1,self-funded,no
female,24.0,some high school,63.0,73.0,68.0,multiple,9.0,self-funded,no
male,19.0,associate's degree,82.0,84.0,78.0,multiple,5.0,scholarship,yes
female,23.0,some college,62.0,67.0,67.0,sports,7.7,scholarship,no
female,24.0,some college,70.0,89.0,88.0,multiple,8.4,family-sponsored,yes
male,24.0,master's degree,90.0,85.0,84.0,volunteering,8.7,self-funded,no
male,23.016889348254313,associate's degree,66.92710969822923,71.80460321747154,67.010304899823,none,7.91772663417858,government-funded,yes
female,23.0,bachelor's degree,99.0,100.0,100.0,multiple,7.7,government-funded,yes
female,20.0,associate's degree,59.0,70.0,66.0,multiple,6.4,self-funded,yes
male,24.002983403931278,high school,81.81931821033113,84.21347339425785,82.08606210699803,multiple,8.591638241235204,family-sponsored,yes
female,23.056683135458947,high school,76.75494287692379,88.13704649338523,85.22892931441434,volunteering,8.326863536426785,government-funded,yes
female,19.0,high school,65.0,64.0,62.0,multiple,5.2,scholarship,no
male,21.970266935510068,high school,52.792861033336926,50.64093260024385,51.55307864968919,none,7.194946146662659,scholarship,yes
female,25.0,some college,77.0,68.0,77.0,sports,8.5,government-funded,no
female,25.0,master's degree,88.0,99.0,95.0,none,8.7,scholarship,yes
male,25.0,master's degree,79.0,78.0,77.0,volunteering,8.8,government-funded,no
female,20.977618827166488,high school,58.181197351061584,70.1239087123947,67.93269908305435,volunteering,7.0772461495352115,family-sponsored,yes
male,25.0,high school,66.0,69.0,63.0,multiple,8.6,family-sponsored,no
male,21.0,some college,69.0,60.0,54.0,multiple,7.2,government-funded,no
female,25.0,bachelor's degree,81.0,88.0,90.0,sports,8.8,government-funded,no
male,19.0,some high school,85.0,84.0,78.0,arts,6.1,family-sponsored,yes
female,24.0,associate's degree,54.0,61.0,58.0,multiple,7.9,scholarship,no
male,24.002224832437143,high school,60.392156287850476,43.50747133470873,46.661754886592405,arts,7.909494391389638,family-sponsored,yes
male,23.94114434497499,some high school,77.61142809999137,71.7736974245777,69.00521025050928,sports,8.3280732703837,self-funded,yes
female,18.942368607581443,some college,44.80079566818464,72.96964182243543,69.8309498604709,none,6.205654294889491,self-funded,yes
female,19.0,high school,72.0,80.0,75.0,volunteering,5.1,scholarship,no
female,23.0,some high school,65.0,86.0,80.0,multiple,7.5,family-sponsored,no
male,23.0,some college,87.0,84.0,86.0,sports,7.7,self-funded,yes
male,24.0,high school,57.0,43.0,47.0,sports,8.4,self-funded,no
male,21.0,bachelor's degree,87.0,90.0,88.0,multiple,7.1,family-sponsored,yes
female,23.0,master's degree,77.0,82.0,91.0,none,8.0,family-sponsored,yes
female,24.0,some college,64.0,74.0,75.0,sports,9.0,self-funded,no
male,20.0,some high school,76.0,70.0,69.0,volunteering,6.3,scholarship,yes
female,19.0,master's degree,62.0,70.0,75.0,sports,6.0,self-funded,no
male,24.0,some high school,79.0,76.0,65.0,sports,8.6,scholarship,no
male,21.0,associate's degree,78.0,77.0,77.0,arts,6.7,government-funded,yes
female,20.114113044886036,bachelor's degree,91.71961181388534,99.86969006461709,98.92163517339668,none,6.274681971976571,self-funded,yes
female,19.100009276610027,some high school,64.94042498877702,76.42903516633149,75.3466524811336,sports,5.408406270591378,scholarship,yes
female,23.0,some high school,74.0,74.0,72.0,arts,8.4,self-funded,no
male,22.98459715563696,bachelor's degree,68.13436081042636,73.98902392266285,73.6868453705676,sports,8.177110350981803,scholarship,yes
female,24.0,some college,74.0,89.0,84.0,volunteering,7.8,self-funded,no
male,24.0,some college,74.0,77.0,73.0,multiple,8.5,self-funded,no
male,20.0,associate's degree,94.0,85.0,82.0,volunteering,6.0,scholarship,yes
male,23.0,associate's degree,49.0,51.0,43.0,none,8.3,self-funded,no
female,25.0,associate's degree,56.0,65.0,63.0,multiple,8.9,scholarship,no
female,20.065879614170587,some high school,63.469603932697105,77.61563403857187,79.42284856230168,arts,5.657148376032886,government-funded,yes
female,21.983110478183175,high school,82.83875830967354,85.58419401713147,87.9430863886483,volunteering,7.433800573824656,self-funded,yes
male,19.0,master's degree,89.0,84.0,82.0,arts,5.0,family-sponsored,no
female,22.0,high school,75.0,82.0,79.0,volunteering,6.5,government-funded,yes
male,23.0,high school,27.0,34.0,36.0,multiple,8.0,self-funded,no
female,23.982344661879335,some college,62.24051180075138,72.56643848786972,70.82432650438724,volunteering,7.604937523343098,scholarship,yes
male,23.0,associate's degree,75.0,68.0,64.0,volunteering,8.3,scholarship,no
male,22.0,high school,53.0,51.0,51.0,none,7.2,scholarship,yes
female,22.0,some high school,51.0,63.0,61.0,arts,7.2,government-funded,no
female,21.0,high school,65.0,69.0,67.0,none,6.9,self-funded,no
female,19.0,associate's degree,56.0,68.0,70.0,volunteering,6.3,scholarship,yes
female,23.0,bachelor's degree,80.0,83.0,83.0,sports,7.9,family-sponsored,no
female,23.0,some college,58.0,67.0,72.0,none,8.4,scholarship,no
male,20.977143812750295,bachelor's degree,86.99965247409979,90.33486759604357,87.87986377449506,multiple,7.093512372507893,family-sponsored,yes
female,22.96134480909047,bachelor's degree,98.88156647042864,100.15085697386877,99.8920366324452,multiple,7.69840315621777,government-funded,yes
female,23.0,associate's degree,82.0,93.0,93.0,multiple,7.5,self-funded,yes
female,23.0,some high school,32.0,34.0,38.0,multiple,8.0,scholarship,no
male,24.0,associate's degree,77.0,78.0,73.0,arts,8.7,government-funded,no
female,21.0,high school,46.0,54.0,58.0,none,6.8,self-funded,yes
male,19.0,some high school,86.0,73.0,70.0,volunteering,5.4,scholarship,no
male,22.0,associate's degree,74.0,73.0,67.0,arts,6.6,family-sponsored,no
male,23.043520300813913,some college,91.11428556593341,96.3747245961685,91.00946336137969,none,7.596081347358704,family-sponsored,yes
female,22.0,associate's degree,75.0,82.0,90.0,arts,6.5,scholarship,yes
female,24.0,some high school,27.0,34.0,32.0,sports,7.7,self-funded,no
female,21.0,associate's degree,84.0,95.0,92.0,sports,7.3,scholarship,no
female,23.95379779769106,bachelor's degree,43.224426490860374,50.779558764561806,54.23125060406956,arts,7.900329286579258,self-funded,yes
male,24.0,associate's degree,97.0,93.0,91.0,arts,8.5,self-funded,no
female,19.0,associate's degree,65.0,69.0,70.0,none,5.1,scholarship,no
female,24.0,associate's degree,55.0,76.0,76.0,arts,8.8,family-sponsored,no
female,22.0142627299175,some college,68.87729972222145,79.3671229341827,80.64745635297102,multiple,6.906140331542398,self-funded,yes
male,21.0,high school,72.0,67.0,65.0,sports,6.5,self-funded,yes
male,22.0,some college,81.0,78.0,81.0,volunteering,7.2,family-sponsored,yes
female,23.0,high school,42.0,52.0,51.0,volunteering,8.3,government-funded,no
female,19.0,some high school,74.0,75.0,82.0,arts,5.3,government-funded,no
male,19.0,bachelor's degree,91.0,81.0,79.0,volunteering,6.2,scholarship,yes
female,23.938625330654567,associate's degree,68.39188540145297,77.54025236737758,80.18198482717052,none,8.683560713884336,government-funded,yes
male,19.0,some high school,71.0,69.0,68.0,volunteering,5.0,government-funded,yes
female,25.004293815528808,master's degree,68.9852490617695,83.73771336813262,84.94127919487492,arts,8.817564890675927,scholarship,yes
female,22.0,bachelor's degree,78.0,79.0,76.0,sports,6.6,scholarship,no
female,23.0,high school,57.0,58.0,64.0,volunteering,8.3,scholarship,yes
male,20.0,bachelor's degree,85.0,66.0,71.0,none,5.5,scholarship,yes
female,24.0,high school,50.0,50.0,47.0,none,8.8,self-funded,no
male,24.0,master's degree,67.0,57.0,59.0,volunteering,7.7,family-sponsored,no
female,20.0,high school,59.0,63.0,75.0,none,5.9,government-funded,yes
female,19.082387303302777,associate's degree,71.19111735781705,76.90021683799382,76.54345484240932,none,6.214998102582076,self-funded,yes
female,21.0,master's degree,62.0,68.0,68.0,volunteering,7.1,family-sponsored,no
female,23.0,high school,57.0,58.0,57.0,sports,7.9,self-funded,no
female,23.0,bachelor's degree,51.0,72.0,79.0,arts,7.5,self-funded,yes
male,21.0,associate's degree,97.0,92.0,86.0,arts,7.1,self-funded,yes
male,19.0,some high school,48.0,52.0,45.0,multiple,5.0,scholarship,no
female,24.0,some high school,71.0,84.0,87.0,arts,7.9,government-funded,yes
female,24.059481560252337,bachelor's degree,49.20716931954999,57.84381750564824,60.52148340603138,sports,8.49211573289182,scholarship,yes
male,23.0,bachelor's degree,68.0,74.0,74.0,sports,8.2,scholarship,yes
male,20.0,bachelor's degree,54.0,49.0,47.0,volunteering,5.5,scholarship,no
female,22.0,associate's degree,40.0,59.0,51.0,multiple,6.5,family-sponsored,no
male,22.0,bachelor's degree,91.0,96.0,92.0,none,7.1,family-sponsored,no
female,23.0,associate's degree,82.0,80.0,77.0,volunteering,8.3,scholarship,no
male,22.0,associate's degree,77.0,69.0,68.0,none,6.8,family-sponsored,yes
female,23.0,some high school,66.0,78.0,78.0,volunteering,7.9,family-sponsored,yes
female,25.0,bachelor's degree,74.0,86.0,89.0,sports,8.8,self-funded,yes
male,20.0,some high school,56.0,61.0,60.0,multiple,6.4,government-funded,yes
male,23.97487576373125,high school,54.53369307332369,40.88295106471125,48.310910578081376,none,8.840648428621435,self-funded,yes
female,23.0,some high school,59.0,58.0,59.0,multiple,7.7,government-funded,no
female,19.0,some high school,47.0,54.0,53.0,sports,5.3,scholarship,no
female,19.031494860838357,some college,81.8034283317403,96.86218502912178,96.13508045818796,volunteering,5.338260869402308,self-funded,yes
female,24.0,some college,50.0,64.0,66.0,arts,8.1,family-sponsored,yes
female,19.0,master's degree,85.0,95.0,100.0,multiple,5.3,self-funded,yes
male,23.0,some high school,51.0,52.0,44.0,sports,8.3,family-sponsored,no
male,21.0,some high school,88.0,84.0,75.0,multiple,6.5,government-funded,no
female,22.0,associate's degree,71.0,83.0,78.0,none,7.0,self-funded,no
female,20.0,some high school,48.0,54.0,53.0,multiple,6.0,government-funded,no
female,22.0,high school,64.0,73.0,71.0,volunteering,7.4,family-sponsored,no
female,25.0,associate's degree,41.0,51.0,48.0,sports,8.8,scholarship,no
male,19.0,some high school,60.0,59.0,54.0,arts,6.3,government-funded,no
male,21.00689728498574,high school,71.57144109510149,67.13571775790494,65.00058071564052,sports,6.5017563965029375,self-funded,yes
female,19.0,high school,67.0,72.0,74.0,sports,5.0,family-sponsored,no
male,18.97493147691006,bachelor's degree,90.79257439575787,80.78067487343226,78.94344849006565,volunteering,6.178791202990122,scholarship,yes
male,19.0,associate's degree,87.0,84.0,85.0,multiple,5.4,government-funded,yes
female,24.0,associate's degree,55.0,72.0,79.0,volunteering,8.4,scholarship,yes
female,19.0,high school,59.0,71.0,65.0,none,5.2,family-sponsored,yes
female,25.0,high school,66.0,74.0,78.0,multiple,8.6,scholarship,yes
female,25.0,some college,71.0,70.0,76.0,volunteering,8.8,government-funded,no
male,19.0,some college,71.0,49.0,52.0,none,5.3,scholarship,no
female,19.011668105067603,some college,85.76815271232171,85.03433582760712,91.0082457439335,none,5.188305432933168,government-funded,yes
male,24.0,associate's degree,76.0,71.0,67.0,arts,7.9,family-sponsored,no
male,19.0,associate's degree,80.0,75.0,77.0,arts,5.0,scholarship,no
male,22.0,high school,55.0,56.0,51.0,multiple,7.2,family-sponsored,no
male,21.022827830352558,high school,71.93712837808552,67.28642596283413,64.79446139980547,sports,6.503916432741697,self-funded,yes
male,19.0,high school,54.0,72.0,59.0,multiple,6.0,family-sponsored,no
female,24.0,master's degree,58.0,76.0,78.0,sports,8.8,scholarship,yes
male,24.0,some college,50.0,47.0,54.0,volunteering,7.5,family-sponsored,yes
male,24.0,associate's degree,61.0,58.0,56.0,multiple,7.7,scholarship,no
female,18.987873705885253,master's degree,47.532739880715624,57.99357331378199,66.25774637022948,arts,6.422470553476636,family-sponsored,yes
male,20.0,associate's degree,67.0,54.0,63.0,sports,6.1,self-funded,yes
female,23.0,some college,88.0,95.0,94.0,multiple,7.7,family-sponsored,yes
male,19.0,high school,72.0,65.0,68.0,sports,5.4,scholarship,yes
male,21.0,some high school,78.0,83.0,80.0,arts,6.6,government-funded,yes
female,24.0,master's degree,64.0,63.0,66.0,sports,8.4,government-funded,no
male,19.99075430999744,associate's degree,57.72601246784134,56.855165306598735,53.23669563321565,multiple,6.285075491882005,self-funded,yes
female,24.0,some college,72.0,72.0,71.0,none,8.7,government-funded,no
male,20.0,some high school,55.0,46.0,43.0,arts,5.7,family-sponsored,no
male,19.0,some college,85.0,75.0,68.0,volunteering,5.9,family-sponsored,yes
male,23.0,associate's degree,46.0,43.0,44.0,multiple,8.3,self-funded,yes
female,24.0,associate's degree,57.0,74.0,76.0,none,8.5,family-sponsored,yes
female,23.0,associate's degree,58.0,63.0,65.0,sports,7.7,self-funded,no
male,19.0,high school,66.0,74.0,69.0,sports,5.4,government-funded,no
male,19.03603541850575,high school,68.35239137373637,58.33212356922336,52.674051239578255,arts,5.278648830327285,self-funded,yes
female,19.0,associate's degree,60.0,75.0,74.0,none,5.2,government-funded,no
male,24.0,some college,69.0,54.0,55.0,none,8.4,scholarship,no
male,24.0,some college,71.0,61.0,69.0,volunteering,8.6,scholarship,yes
male,22.0,associate's degree,65.0,54.0,57.0,none,7.2,family-sponsored,no
